,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
92,MnRhSi,['Pnma'],8,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode41149.cif', 'sd_0461870.cif']]",[['TiNiSi']]
93,UAsSe,"['P4/nmmS', 'P4/nmmZ']",8,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode87141.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode66947.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode66946.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode42485.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode42485.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_52_CollCode66946.cif']]","[['UP2#UAs2'], [None, 'UP2#UAs2', 'UP2#UAs2', 'UP2#UAs2', 'UP2#UAs2']]"
94,MgAgSb,"['F-43m', 'I-4c2', 'P4/nmmZ']",10,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_64_CollCode187149.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode259188.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode259189.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode259187.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode259186.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode670180.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_64_CollCode187151.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode259184.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_64_CollCode187150.cif']]","[['MgAgAs'], [None], ['Cu2Sb']]"
95,CeIrPt,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode102198.cif']],[['Laves(cub)#MgCu2']]
96,NiCuIn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_22_CollCode103005.cif']],[['InNi2#Co1.75Ge']]
97,MnRhSb,['F-43m'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_36_CollCode643415.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_10_CollCode54343.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76199.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode76201.cif', 'sd_0311102.cif', 'sd_0555329.cif']]",[['MgAgAs']]
98,YbPtP,['P-6m2'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_81_CollCode44967.cif', 'sd_1407022.cif']]",[['LiBaSi']]
99,KCuS,['Pna21'],2,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode49008.cif', 'sd_1703212.cif']]","[[None, 'KCuS']]"
100,ErAlSi,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
101,MnNiSi,"['SG CONFLICT', 'SG CONFLICT']",8,2,[['SG CONFLICT']],[['SG CONFLICT']]
102,CaPtSi,"['SG CONFLICT', 'SG CONFLICT']",11,2,[['SG CONFLICT']],[['SG CONFLICT']]
103,NaBeAs,['P63/mmc'],2,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode100091.cif', 'sd_1713867.cif']]","[[None, 'BeZrSi']]"
104,TiCuSi,['Pbnm'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_82_CollCode87197.cif']],[['TiNiSi#MgSrSi']]
105,LiGaSi,['F-43m'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode103786.cif']],[['MgAgAs']]
106,BiOF,"['Cmcm', 'P-3m1', 'P4/nmmS', 'P4/nmmZ', 'Pnma']",13,5,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode671462.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode671463.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode201620.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode24096.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode671464.cif']]","[['ZrSi2'], ['Fe2Si(HT)'], ['PbClF'], ['PbClF'], [None]]"
107,HBaBr,"['P4/nmmS', 'P4/nmmZ']",5,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode25544.cif'], ['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode37202.cif']]","[['PbClF'], ['PbClF']]"
108,ErZrSb,['I4/mmm'],3,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_20_CollCode152644.cif', 'sd_1615168.cif']]","[['UGeTe', 'La2Sb']]"
109,ScOBr,['PmmnZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_8_CollCode170774.cif']],[['FeClO']]
110,TaRuP,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_45_CollCode648031.cif', 'sd_0538749.cif']]",[['TiNiSi']]
111,SrCuN,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_65_CollCode83961.cif', 'sd_1407380.cif']]",[['BaNiN']]
112,CeRhPb,['P-62m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_42_CollCode161337.cif', 'sd_1627062.cif']]",[['ZrNiAl']]
113,UCoSn,['P-62m'],6,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_67_CollCode601799.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_91_CollCode199711.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode197594.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_34_CollCode158281.cif', 'sd_1216183.cif']]",[['ZrNiAl']]
114,TbPtGa,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_41_CollCode106747.cif', 'sd_0535288.cif']]",[['TiNiSi']]
115,PdSbS,['P213'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_45_CollCode648757.cif']],[['NiSbS']]
116,SnSeS,['P-3m1'],4,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_66_CollCode601191.cif']],[['CdI2(hP3)']]
117,NbFeAs,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode610502.cif', 'sd_1006295.cif']]",[['TiNiSi']]
118,ErZnIn,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode630703.cif']],[['BeZrSi']]
119,ZrPdAs,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
120,KAuTe,['P63/mmc'],4,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_5.zip_CollCode71651.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_52_CollCode655856.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_12.zip_CollCode655856.cif', 'sd_0539167.cif']]","[[None, 'BeZrSi']]"
121,CuAgSe,['P4/nmmZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_81_CollCode44608.cif']],[['AgCuSe']]
122,TaRuB,"['SG CONFLICT', 'SG CONFLICT']",4,2,[['SG CONFLICT']],[['SG CONFLICT']]
123,CsMnP,"['P4/nmmS', 'P4/nmmZ']",6,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode89599.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_4_CollCode627022.cif']]","[['PrOI'], ['PrOI']]"
124,GeCN,['P42nm'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_38_CollCode672141.cif']],[[None]]
125,DyFeCu,['Fd-3mS'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_21_CollCode102874.cif']],[['Laves(cub)#MgCu2']]
126,ReCoB,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_10_CollCode20079.cif', 'sd_0301666.cif']]",[['TiNiSi']]
127,CsNaTe,"['P4/nmmS', 'P4/nmmZ']",4,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_26_CollCode107569.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode405538.cif']]","[['PbClF'], ['Cu2Sb']]"
128,SmPS,['Pnma'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_6.zip_CollCode648052.cif']],[['GdPS']]
129,NbNiSi,['Pnma'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode645107.cif', 'sd_0300742.cif']]",[['TiNiSi']]
130,BaMgSi,['P4/nmmS'],4,1,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode191039.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode42459.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode42459.cif']]","[['Cu2Sb', 'PbClF', 'PbClF']]"
131,NiAsS,"['SG CONFLICT', 'SG CONFLICT']",16,2,[['SG CONFLICT']],[['SG CONFLICT']]
132,ZrPdAl,['P63/mmc'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_77_CollCode609065.cif']],[['MgZn2']]
133,LaSeCl,['Pnma'],4,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode188003.cif']],[['PbCl2']]
134,MgCuAs,"['SG CONFLICT', 'SG CONFLICT']",6,2,[['SG CONFLICT']],[['SG CONFLICT']]
135,NdPtBi,['F-43m'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_47_CollCode257688.cif']],[['MgAgAs']]
136,HoPtAl,['Pnma'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_76_CollCode608215.cif', 'sd_0535692.cif']]",[['TiNiSi']]
137,CsMnAs,"['P4/nmmS', 'P4/nmmZ']",6,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_47_CollCode40572.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode610293.cif']]","[['PrOI'], ['PrOI']]"
138,HoPdSb,['F-43m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_62_CollCode108547.cif', 'sd_1227713.cif', 'sd_0537318.cif']]",[['MgAgAs']]
139,LiMgP,"['F-43m', 'Fm-3m']",4,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_81_CollCode44807.cif', 'sd_1829775.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode104745.cif', 'sd_0377686.cif']]","[['MgAgAs', 'CaF2'], ['CaF2', 'CaF2']]"
140,VCoSi,"['SG CONFLICT', 'SG CONFLICT']",7,2,[['SG CONFLICT']],[['SG CONFLICT']]
141,BaGaSi,['P6/mmm'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode166383.cif', 'sd_1223428.cif']]",[['AlB2']]
142,FeNiP,['P-62m'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode198841.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode632938.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode632938.cif', 'sd_0537007.cif']]",[['ZrNiAl']]
143,PbBrF,"['P4/nmmS', 'P4/nmmZ']",6,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_35_CollCode30288.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_26_CollCode155011.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode5038.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode5038.cif']]","[['PbClF'], ['PbClF']]"
144,NdBC,['P212121'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_19_CollCode419027.cif']],[['CeBC']]
145,HfCoAl,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode198855.cif', 'sd_0460721.cif']]",[['MgZn2']]
146,KHO,"['I4/m', 'P4/mnc']",4,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode671945.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_2.zip_CollCode671946.cif']]","[[None], [None]]"
147,TbPdAl,"['SG CONFLICT', 'SG CONFLICT']",6,2,[['SG CONFLICT']],[['SG CONFLICT']]
148,LaRhZn,['Pnma'],1,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_32_CollCode419081.cif']],[['LaNiAl']]
149,KCN,"['A12/m1', 'A1a1', 'C1m1', 'Fm-3m', 'Immm', 'P-1', 'Pm-3m']",21,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode86448.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode173942.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode27352.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode27350.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode27351.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode27350.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode27351.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode28065.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode173986.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode67876.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode27349.cif']]","[[None], [None], ['KCN(mS6)'], ['NaO2'], ['NaCN'], [None], [None]]"
150,NaZnAs,"['SG CONFLICT', 'SG CONFLICT']",2,2,[['SG CONFLICT']],[['SG CONFLICT']]
151,SmCuAl,"['Fd-3mS', 'P-62m']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode199640.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode607110.cif']]","[['Laves(cub)#MgCu2'], ['ZrNiAl']]"
152,CeNiSn,"['Imma', 'Pna21', 'Pnma']",4,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_56_CollCode658482.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_40_CollCode106417.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode419194.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_18_CollCode102236.cif']]","[['KHg2'], ['CaPdSn'], ['TiNiSi']]"
153,KRbS,['Pnma'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_53_CollCode72326.cif']],[['TiNiSi']]
154,YbMgPb,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode602715.cif']],[['ZrNiAl']]
155,YbCuGe,"['P63/mmc', 'P63mc']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode603203.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_34_CollCode39899.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode414432.cif']]","[['BeZrSi', 'CaIn2'], ['LiGaGe']]"
156,HoMnGe,['Pnma'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_31_CollCode97797.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_69_CollCode85960.cif', 'sd_1611758.cif']]",[['TiNiSi']]
157,PdSbSe,['P213'],6,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_7.zip_CollCode648784.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_9_CollCode171030.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_5.zip_CollCode171030.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode93905.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode93905.cif', 'sd_1322155.cif']]",[['NiSbS']]
158,HfOsAs,['P-62m'],4,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_79_CollCode610652.cif', 'sd_2041801.cif']]",[['ZrNiAl']]
159,VOBr,['PmmnZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode27010.cif']],[['FeClO']]
160,ZrSiSe,['P4/nmmS'],4,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode15571.cif']],[['UP2#UAs2']]
161,ZrOsP,"['P-62m', 'Pnma']",4,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode647719.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode647720.cif']]","[['ZrNiAl'], ['TiNiSi']]"
162,HCaCl,"['P4/nmmS', 'P4/nmmZ']",5,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_16_CollCode25601.cif'], ['COMPOSITION:MET:1:1 MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode37199.cif']]","[['PbClF'], ['PbClF']]"
163,NdRhGe,['Pnma'],3,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_23_CollCode637308.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_64_CollCode82549.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_64_CollCode82548.cif', 'sd_0535267.cif']]",[['TiNiSi']]
164,MgCuGa,['P63/mmc'],3,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_54_CollCode198246.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_88_CollCode199480.cif', 'sd_1322346.cif']]",[['MgZn2']]
165,KZnAs,"['P-6m2', 'P63/mmc']",4,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_79_CollCode43985.cif', 'sd_1713899.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode10459.cif', 'sd_1713871.cif']]","[['LiBaSi'], ['BeZrSi']]"
166,HoMgIn,['P-62m'],1,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_37_CollCode55103.cif']],[['ZrNiAl']]
167,ZrGeTe,['P4/nmmS'],4,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode15575.cif']],[['UP2#UAs2']]
168,GdRhIn,['P-62m'],1,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_24_CollCode104056.cif', 'sd_0301478.cif']]",[['ZrNiAl']]
169,AuCN,"['P6/mmm', 'P6mm']",14,2,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode165174.cif'], ['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode165175.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode85782.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_9.zip_CollCode85782.cif']]","[['AuCN'], ['AuCN']]"
170,TiCoSb,['F-43m'],38,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_52_CollCode169144.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode259951.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode259953.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_67_CollCode264700.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_1_CollCode624919.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode259952.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_1_CollCode624920.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_67_CollCode264697.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode259954.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_85_CollCode53070.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_58_CollCode198417.cif']]",[['MgAgAs']]
171,EuOF,"['SG CONFLICT', 'SG CONFLICT']",9,2,[['SG CONFLICT']],[['SG CONFLICT']]
172,MnPtSb,['F-43m'],7,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_6_CollCode628387.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_36_CollCode643377.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_40_CollCode57421.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_78_CollCode199077.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_36_CollCode643379.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_36_CollCode643382.cif', 'sd_0314441.cif', 'sd_0459334.cif', 'sd_0311099.cif', 'sd_0537444.cif', 'sd_0555328.cif']]",[['MgAgAs']]
173,GdPtSi,['I41md'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_10.zip_CollCode636234.cif', 'sd_1000311.cif']]",[['LaPtSi']]
174,CePdAs,['P63/mmc'],4,1,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_53_CollCode71613.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode107926.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_4.zip_CollCode107926.cif', 'sd_0300240.cif', 'sd_0303784.cif']]","[['CaIn2', 'BeZrSi']]"
175,LaGaSi,['I41/amdZ'],2,0,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_17_CollCode634519.cif']],[['ThSi2']]
176,ErCuSi,"['P6/mmm', 'P63/mmc']",4,5,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_5.zip_CollCode76328.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_27_CollCode30768.cif']]","[['SmNiSb'], ['BeZrSi']]"
177,TbCuIn,['P-62m'],5,3,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_55_CollCode198300.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_35_CollCode260991.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode162736.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_44_CollCode162735.cif']]",[['ZrNiAl']]
178,EuZnSn,"['Imma', 'Pnma']",2,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_11_CollCode631690.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_12_CollCode405050.cif']]","[['KHg2'], ['TiNiSi']]"
179,ErCoAl,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode606554.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_61_CollCode108158.cif', 'sd_0460611.cif']]",[['MgZn2']]
180,LuNiAl,"['P-62m', 'P63/mmc']",5,2,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_68_CollCode198885.cif', 'sd_0458808.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_90_CollCode199634.cif', 'sd_0301850.cif']]","[['ZrNiAl'], ['MgZn2']]"
181,USnTe,['P4/nmmS'],2,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_8.zip_CollCode26273.cif']],[['UP2#UAs2']]
182,DyCuAl,"['Fd-3mS', 'P-62m']",3,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_67_CollCode110815.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_74_CollCode606896.cif']]","[['Laves(cub)#MgCu2'], ['ZrNiAl']]"
183,ZrCoP,['Pnma'],5,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_0.zip_CollCode624675.cif', 'COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_3.zip_CollCode49726.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_38_CollCode49726.cif', 'sd_1006023.cif']]",[['TiNiSi']]
184,YbCuBi,"['P63/mmc', 'P63mc']",5,5,"[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_70_CollCode416142.cif'], ['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_70_CollCode416143.cif', 'COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_84_CollCode616628.cif']]","[['BeZrSi'], ['LiGaGe']]"
185,SrBrF,['P4/nmmZ'],6,0,[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode155008.cif']],[['PbClF']]
186,HfTaSi,['P63/mmc'],2,0,"[['COMPOSITION:MET:1:1 NME:1:1 and NUMBEROFELEMENTS:3_11.zip_CollCode638929.cif', 'sd_0300317.cif']]",[['MgZn2']]
187,NaSnN,['P63mc'],2,3,[['COMPOSITION:MET:1:1 AND NUMBEROFELEMENTS:3_14_CollCode172471.cif']],[['CdI2(hP6)']]
188,NbReSi,"['SG CONFLICT', 'SG CONFLICT']",4,2,[['SG CONFLICT']],[['SG CONFLICT']]
