,Unnamed: 0,Composition,Type,Experimental Structure,EP 1 element,EP 1 Ehull (eV/atom),EP 1 band gap (eV),EP 1 Entry id,EP 2 element,EP 2 Ehull (eV/atom),EP 2 band gap (eV),EP 2 Entry id,EP 3 element,EP 3 Ehull (eV/atom),EP 3 band gap (eV),EP 3 Entry id
1787,14,HoRhBi,III_IV,MoNiP (P-62m),Ho,0.715,0,891822,Bi,0.533,,979030,Rh,0,0,886575
1788,15,TmPdSi,III_IV,MgSrSi (Pnma),Tm,0.918,0,870794,Si,0.427,0,579333,Pd,0.294,0,899977
1789,16,LuPtZn,III_IV,MgSrSi (Pnma),Lu,0.648,0,907026,Zn,0.458,0,913987,Pt,0.159,0,567693
1790,17,LuIrAl,III_IV,MgSrSi (Pnma),Lu,1.153,0,906509,Al,0.748,0,941856,Ir,0.27,0,893260
1791,18,LuSnGe,III_IV,OTHER,Lu,0.433,0,906532,Sn,0.582,0,923789,Ge,0.396,0,867874
1792,19,DyIrSb,III_IV,MgSrSi (Pnma),Dy,0.897,,926308,Sb,0.624,0,917234,Ir,0.067,0,893294
1793,20,GdPdPb,III_IV,MoNiP (P-62m),Gd,0.636,0,979710,Pd,0.051,,897818,Pb,0.477,,929627
1794,0,SmReB,III_IV,phase_separating,Sm,2.467,0,576587,Re,1.71,0,972695,B,0.883,0,909730
1795,1,AgAlSi,III_IV,phase_separating,Al,0.245,0,942594,Si,0.17,0,580968,Ag,0.256,0,937324
1796,2,CeFeB,III_IV,phase_separating,Ce,1.821,0,921276,Fe,1.22,,957251,B,0.866,,910267
1797,3,NbMoSi,III_IV,phase_separating,Nb,1.162,0,919527,Si,0.658,0,580349,Mo,0.957,0,883848
1798,4,UNiB,III_IV,phase_separating,U,1.325,0,875963,Ni,0.821,0,961407,B,0.525,0,909088
1799,5,HfCuSb,III_IV,phase_separating,Hf,0.448,0,862135,Cu,0.365,0,852328,Sb,0.631,0,917599
1800,6,YbNiB,III_IV,phase_separating,Yb,1.635,0,829944,Ni,0.921,0,960880,B,0.836,0,908751
1801,7,ThWB,III_IV,phase_separating,Th,2.264,0,911803,B,0.862,,910264,W,1.505,0,971253
1802,8,MoWSi,III_IV,phase_separating,Si,0.776,0,580964,Mo,0.811,0,883528,W,0.808,0,970641
1803,9,NdCoB,III_IV,phase_separating,Nd,1.693,0,966622,Co,1.031,0,860182,B,0.805,,908118
1804,10,CaMgNi,III_IV,phase_separating,Ca,0.789,0,879039,Mg,0.572,0,841572,Ni,0.18,0,960839
1805,11,CdBiTe,III_IV,phase_separating,Cd,0.449,0,985440,Bi,0.477,0,978817,Te,0.547,0,845396
1806,12,HfMoRe,III_IV,phase_separating,Hf,1.549,0,862029,Re,0.616,0,973197,Mo,0.813,0,883717
1807,13,AgAuTe,III_IV,phase_separating,Ag,0.191,0,938111,Te,0.151,0,845474,Au,0.072,0,948111
1808,14,ErScSi,III_IV,phase_separating,Er,1.094,0,872583,Sc,0.965,0,565949,Si,0.182,0,579138
1809,15,MgAlSn,III_IV,phase_separating,Mg,0.257,0,842326,Al,0.158,0,942956,Sn,0.205,0,925131
1810,16,ErCrB,III_IV,phase_separating,Er,1.647,0,874145,Cr,1.319,0,833907,B,0.662,,909879
1811,17,ScWB,III_IV,phase_separating,Sc,2.347,0,565066,B,0.611,0,907903,W,1.905,0,970937
1812,18,BeTiAl,III_IV,phase_separating,Ti,0.941,0,992962,Be,0.261,0,932250,Al,0.718,0,941643
1813,19,NdMnCu,III_IV,phase_separating,Nd,0.946,0,967016,Mn,0.598,0,904260,Cu,0.449,0,853547
1814,20,NiAlAs,III_IV,phase_separating,Al,0.478,0,941105,Ni,0.061,0,959359,As,0.452,0,581507
1815,21,AgPbSb,III_IV,phase_separating,Ag,0.021,0,936418,Sb,0.115,0,916976,Pb,0.293,0,930109
1816,22,YHfMo,III_IV,phase_separating,Y,1.584,0,858179,Hf,1.124,0,863560,Mo,0.671,0,882396
1817,23,CoPbSb,III_IV,phase_separating,Co,0.283,0,859739,Sb,0.85,0,917436,Pb,1.051,0,930590
1818,0,HfRuSb,I_II,Half Heusler (F-43m),Hf,0.728,0,863463,Sb,0.722,0,915521,Ru,0.057,0,934119
1819,1,RuAsSe,III_IV,OTHER,As,1.027,0,1726234,Ru,0.29,0,1726788,Se,1.104,0,1726511
1820,2,PrMnGa,III_IV,OTHER,Pr,0.95,0,836335,Mn,0.52,0,904458,Ga,0.478,0,952430
1821,3,PrCuCd,III_IV,MoNiP (P-62m),Pr,0.58,0,838122,Cd,0.465,0,986934,Cu,0.137,0,854025
1822,4,PrCuPb,III_IV,AsHgK (P63/mmc),Pr,0.648,0,837717,Cu,0,0,853293,Pb,0.385,0.846,930697
1823,5,ThSbTe,III_IV,OTHER,Th,0.41,0,911137,Sb,0.79,0,917911,Te,0.722,0,845360
1824,6,LaNiZn,III_IV,MoNiP (P-62m),La,0.724,0,831596,Zn,0.475,0,914417,Ni,0.158,0,959828
1825,7,EuCdPb,III_IV,LiGaGe (P63mc),Eu,0.464,,939715,Cd,0.091,0,986916,Pb,0.104,,929903
1826,8,CeRhGe,III_IV,MgSrSi (Pnma),Ce,1.064,,922536,Ge,0.585,0,866929,Rh,0.348,0,886599
1827,9,YbPtBi,I_II,Half Heusler (F-43m),Yb,0.661,0,831027,Bi,0.422,0,978397,Pt,0.005,0,566448
1828,10,YbAuIn,III_IV,MoNiP (P-62m),Yb,0.546,0,828825,In,0.415,0,888237,Au,0.107,0,946381
1829,11,NdRhIn,III_IV,MoNiP (P-62m),Nd,0.903,0,968365,In,0.702,0,887432,Rh,0.162,0,885074
1830,12,CaMnGe,III_IV,OTHER,Ca,1.067,0,878479,Mn,0.557,0,904347,Ge,0.405,0,868353
1831,13,EuPtZn,III_IV,MgSrSi (Pnma),Eu,0.726,,940261,Zn,0.36,,914482,Pt,0.229,0,567723
1832,14,TbCoGe,III_IV,MgSrSi (Pnma),Tb,1.089,0,965757,Co,0.318,0,859568,Ge,0.507,0,868997
1833,15,YbAgSi,III_IV,MoNiP (P-62m),Yb,0.828,0,830125,Si,0.362,0,579450,Ag,0.318,0,937688
1834,16,TiFeSn,I_II,Half Heusler (F-43m),Ti,0.704,0,993834,Fe,0.211,0,957498,Sn,0.614,0,923933
1835,17,MoFeP,III_IV,MgSrSi (Pnma),Fe,0.322,0,1726302,Mo,0.731,0,1726856,P,0.448,0,1726579
1836,18,DyAgGe,III_IV,MoNiP (P-62m),Dy,0.625,0,927948,Ag,0.214,,936763,Ge,0.155,0.626,868297
1837,19,MoReB,III_IV,OTHER,Re,1.305,0,972342,B,0.692,0,908032,Mo,1.432,0,882445
1838,20,CeCoRh,III_IV,OTHER,Ce,1.083,0,920585,Co,0.569,0,859263,Rh,0.646,0,885444
1839,21,KHgSb,III_IV,AsHgK (P63/mmc),K,0.651,0,901962,Hg,0.168,0,945306,Sb,0.214,0,916990
1840,22,BaMgSn,III_IV,OTHER,Ba,0.732,0,866274,Mg,0.25,0,842487,Sn,0.18,0.592,923845
1841,0,CaPtIn,III_IV,MgSrSi (Pnma),Ca,0.739,0,878133,In,0.523,0,887455,Pt,0.14,0,567508
1842,1,CaPtSn,III_IV,MgSrSi (Pnma),Ca,0.88,0,878654,Sn,0.552,0,923239,Pt,0.168,0,568343
1843,2,EuAgBi,III_IV,AsHgK (P63/mmc),Eu,0.539,,939217,Ag,0.033,0,936750,Bi,0.165,,977080
1844,3,ScNiSi,III_IV,MgSrSi (Pnma),Sc,1.019,0,565867,Si,0.513,0,579793,Ni,0.244,0,959492
1845,4,NbRhSi,III_IV,MgSrSi (Pnma),Nb,0.854,0,920526,Si,0.633,0,581301,Rh,0.237,0.633,886407
1846,5,TiNiGa,III_IV,OTHER,Ti,0.684,0,993672,Ga,0.539,0,951275,Ni,0.169,0,959328
1847,6,CaCdGe,III_IV,MoNiP (P-62m),Ca,0.58,0,878511,Cd,0.248,0,986145,Ge,0.043,0.347,867130
1848,7,TiCrAl,III_IV,OTHER,Ti,1.011,0,992685,Al,0.84,0,941175,Cr,0.796,0,835123
1849,8,FeNiAs,III_IV,MoNiP (P-62m),Fe,0.242,0,956448,Ni,0.198,0,960826,As,0.129,0,582924
1850,9,WReB,III_IV,OTHER,Re,1.324,0,973153,B,0.714,0,908502,W,1.415,0,969346
1851,10,CeAuPb,III_IV,AsHgK (P63/mmc),Ce,0.52,0,922667,Pb,0.338,,929955,Au,0,,946337
1852,11,VCoAl,III_IV,OTHER,Al,0.996,0,941950,V,0.848,0,839794,Co,0.323,0,861131
1853,12,DyIrSi,III_IV,MgSrSi (Pnma),Dy,1.317,,927425,Si,0.681,0,580706,Ir,0.498,0,892981
1854,13,YCoAl,III_IV,OTHER,Y,1.15,0,857690,Al,0.742,0,942790,Co,0.288,0,860669
1855,14,HoRhSn,III_IV,MoNiP (P-62m),Ho,0.91,0,890513,Sn,0.675,0,925351,Rh,0.16,0,885773
1856,15,TbAgPb,III_IV,LiGaGe (P63mc),Tb,0.457,0,965541,Ag,0.032,,936798,Pb,0.208,,929449
1857,16,LaAuIn,III_IV,MoNiP (P-62m),La,0.583,0,831388,In,0.451,0,887859,Au,0.104,0,946464
1858,17,LaRhSn,III_IV,MoNiP (P-62m),La,1.044,0,831719,Sn,0.753,0,924600,Rh,0.208,0,885877
1859,18,LaAgSn,III_IV,OTHER,La,0.623,0,832355,Ag,0.071,0,936995,Sn,0.246,0.775,923611
1860,19,RhPSe,III_IV,OTHER,P,0.963,0.233,1726393,Rh,0.438,0,1726947,Se,1.166,0,1726670
1861,20,UCrNi,III_IV,OTHER,U,0.932,0,876379,Cr,0.597,0,834957,Ni,0.702,0,959300
1862,21,HfIrSn,III_IV,MoNiP (P-62m),Hf,0.678,0,862889,Sn,0.795,0,925431,Ir,0,0,892483
1863,22,SmMgIn,III_IV,MoNiP (P-62m),Sm,0.597,0,578233,Mg,0.317,0,841319,In,0.187,0,887547
1864,23,CePdTl,III_IV,MoNiP (P-62m),Ce,0.61,0,921188,Tl,0.511,0,574221,Pd,0.131,,897712
1865,24,FeSbSe,III_IV,OTHER,Fe,0.328,0,1726804,Sb,0.967,0,1726250,Se,0.927,0,1726527
1866,25,HoNiSb,I_II,Half Heusler (F-43m),Ho,0.9,0,892264,Ni,0,0.409,961073,Sb,0.592,0.265,917470
1867,0,UFeSi,III_IV,MgSrSi (Pnma),U,1.248,0,875828,Fe,0.307,,957785,Si,1.765,0,580894
1868,1,CeNiP,III_IV,OTHER,Ce,1.161,0,1726836,Ni,0.354,0.875,1726282,P,0.577,0.342,1726559
1869,2,HfPdSi,III_IV,MgSrSi (Pnma),Hf,0.82,0,863142,Si,0.453,0,581186,Pd,0.219,0.747,898277
1870,3,UMnGe,III_IV,MgSrSi (Pnma),U,1.05,0,875930,Mn,0.227,0,902916,Ge,0.733,0,869033
1871,4,LaCoGe,III_IV,OTHER,La,1.167,0,832843,Co,0.327,0,860405,Ge,0.576,0,867222
1872,5,CsMnBi,III_IV,OTHER,Cs,1.443,0,955515,Mn,0.738,0,903395,Bi,0.839,0,978709
1873,6,PdTeSe,III_IV,OTHER,Te,0.623,0,1726622,Pd,0.252,0,1726899,Se,0.653,0,1726345
1874,7,TmAgPb,III_IV,MoNiP (P-62m),Tm,0.413,0,870961,Ag,0.022,,936465,Pb,0.198,,929621
1875,8,TmPtSb,I_II,Half Heusler (F-43m),Tm,0.734,0,870391,Sb,0.576,0.278,915836,Pt,0,0.267,566294
1876,9,DyPtSi,III_IV,MgSrSi (Pnma),Dy,1.03,,927540,Si,0.505,0,579762,Pt,0.337,0,566674
1877,10,YbCuSi,III_IV,AsHgK (P63/mmc),Yb,1.018,0,830350,Cu,0.291,0,853351,Si,0.505,0,580558
1878,11,ThAuSi,III_IV,OTHER,Th,0.673,0,912164,Si,0.444,0,579074,Au,0.382,0,947636
1879,12,LuRhSi,III_IV,MgSrSi (Pnma),Lu,1.144,0,907744,Si,0.598,0,580420,Rh,0.407,0,886503
1880,13,WGeAs,III_IV,OTHER,Ge,1.078,0,868538,As,0.961,0,583451,W,0.661,0,971207
1881,14,PtBiTe,III_IV,OTHER,Bi,0.724,0,979257,Te,0.726,0,846362,Pt,0.145,0,567122
1882,15,CaAgIn,III_IV,OTHER,Ca,0.536,0,879105,In,0.332,0,887964,Ag,0.144,0,937250
1883,16,CrNiAl,III_IV,OTHER,Al,0.83,0,942833,Cr,0.958,0,833687,Ni,0.56,0,959462
1884,17,HoPtGa,III_IV,MgSrSi (Pnma),Ho,0.773,0,891229,Ga,0.519,,951779,Pt,0.225,0,566231
1885,18,TiRhGe,III_IV,OTHER,Ti,0.512,0,994095,Ge,0.376,0,869344,Rh,0.139,0,886078
1886,19,CePdCd,III_IV,MoNiP (P-62m),Ce,0.644,0,921358,Cd,0.515,0,984875,Pd,0.141,0,899399
1887,20,CeMgTl,III_IV,MoNiP (P-62m),Ce,0.532,0,921347,Mg,0.288,0,841481,Tl,0.142,0,575556
1888,21,ThPSe,III_IV,OTHER,Th,0.412,0,1726972,P,0.682,0,1726418,Se,0.797,0,1726695
1889,22,DyCoGe,III_IV,MgSrSi (Pnma),Dy,1.092,,927415,Co,0.317,0,860086,Ge,0.509,0,869042
1890,0,HfSiTe,III_IV,OTHER,Hf,0.831,0,862705,Si,0.994,0,581287,Te,1.169,0,844609
1891,1,OsSbS,III_IV,OTHER,Sb,1.301,0,1726264,Os,0.456,0,1726818,S,1.367,0,1726541
1892,2,FeNiB,III_IV,OTHER,Fe,0.887,0,957755,Ni,0.741,0,959622,B,0.238,0,909223
1893,3,YPtGe,III_IV,MgSrSi (Pnma),Y,0.834,0,857418,Ge,0.434,0,869385,Pt,0.228,0,566302
1894,4,CeMgCu,III_IV,MoNiP (P-62m),Ce,0.675,0,922010,Mg,0.571,0,843840,Cu,0.138,0,853300
1895,5,SmPtSb,I_II,Half Heusler (F-43m),Sm,0.803,0,577331,Sb,0.537,0,917614,Pt,0,0.56,567573
1896,6,PuCoGa,III_IV,MoNiP (P-62m),Pu,1.586,0,895986,Ga,0.744,0,953502,Co,0.272,0,859894
1897,7,HfSiSe,III_IV,OTHER,Hf,0.903,0,1726872,Si,1.166,0,1726318,Se,1.09,0,1726595
1898,8,CaCdSn,III_IV,MoNiP (P-62m),Ca,0.483,0,878958,Cd,0.101,0,986660,Sn,0.09,0.699,923364
1899,9,ErAuGe,III_IV,LiGaGe (P63mc),Er,0.523,0,872635,Ge,0.174,0.258,867469,Au,0.067,0,947181
1900,10,YPdTl,III_IV,OTHER,Y,0.581,0,857296,Tl,0.518,0,573986,Pd,0.136,0,899417
1901,11,DyRhGe,III_IV,MgSrSi (Pnma),Dy,0.981,,927644,Ge,0.535,0,867111,Rh,0.316,0,885648
1902,12,NiBiSe,III_IV,OTHER,Ni,0.214,0,1726723,Bi,0.782,0,1726169,Se,0.765,0,1726446
1903,13,ErPtGa,III_IV,MgSrSi (Pnma),Er,0.768,0,873333,Ga,0.519,,953000,Pt,0.219,0,568028
1904,14,MnRuAs,III_IV,MoNiP (P-62m),Mn,0.212,0,903189,As,0.179,0,582780,Ru,0.158,0,933837
1905,15,ZrVMn,III_IV,OTHER,Zr,1.259,0,988392,Mn,0.59,0,904034,V,0.925,0,840264
1906,16,YbZnIn,III_IV,AsHgK (P63/mmc),Yb,0.564,0,830091,Zn,0.124,,913155,In,0.319,0,889378
1907,17,PuMnAl,III_IV,OTHER,Pu,1.811,0,895665,Mn,0.357,0,904262,Al,1.492,0,941855
1908,18,YRhSn,III_IV,MoNiP (P-62m),Y,0.922,0,857288,Sn,0.66,0,924140,Rh,0.169,0,885891
1909,19,LiCdP,I_II,Half Heusler (F-43m),Li,0.335,0,1726795,Cd,0.209,0.838,1726241,P,0,1.24,1726518
1910,20,CeMnGe,III_IV,OTHER,Ce,1.046,,921936,Mn,0.536,,904482,Ge,0.43,0,868674
1911,21,NdScSi,III_IV,OTHER,Nd,1.098,,967148,Sc,0.903,0,564670,Si,0.198,0,579338
1912,22,GdAuPb,I_II,Half Heusler (F-43m),Gd,0.487,0,981456,Pb,0.358,,928457,Au,0,,946384
1913,23,NbPdSi,III_IV,MgSrSi (Pnma),Nb,0.768,0,919373,Si,0.48,0,580272,Pd,0.546,0,899182
1914,0,AuInSn,III_IV,phase_separating,In,0.248,0,888701,Sn,0.222,0,923399,Au,0.002,0,947418
1915,1,AgAlBi,III_IV,phase_separating,Al,0.196,0,941777,Ag,0.219,0,936209,Bi,0.372,0,978838
1916,2,MgAlGe,III_IV,phase_separating,Mg,0.375,0,843299,Al,0.264,0,941020,Ge,0.17,0,868902
1917,3,ErTiFe,III_IV,phase_separating,Er,1.428,0,872804,Ti,1.009,0,992332,Fe,0.498,,958287
1918,4,TiVW,III_IV,phase_separating,Ti,1.143,0,992222,V,0.766,0,839628,W,0.768,0,971185
1919,5,SiGeAs,III_IV,phase_separating,Si,0.471,0,581004,Ge,0.61,0,868202,As,0.63,0,582355
1920,6,AuGeSb,III_IV,phase_separating,Ge,0.235,0,868158,Sb,0.221,0,916087,Au,0.082,0,947576
1921,7,LaNdFe,III_IV,phase_separating,La,0.89,0,833321,Nd,0.806,,968322,Fe,0.248,,956819
1922,8,LaYB,III_IV,phase_separating,La,1.459,0,833169,Y,1.314,0,857703,B,0.437,0,908146
1923,9,SmFeBi,III_IV,phase_separating,Sm,1.105,0,578279,Fe,0.504,0,957657,Bi,0.796,,977639
1924,10,ZrCuIn,III_IV,phase_separating,Zr,0.686,0,989223,In,0.563,0,889460,Cu,0.139,0,852591
1925,11,CuAgZn,III_IV,phase_separating,Zn,0.301,0,915365,Cu,0.258,0,853060,Ag,0.352,0,937732
1926,12,LiMgAl,III_IV,phase_separating,Li,0.347,0,881687,Mg,0.409,0,843721,Al,0.328,0,943023
1927,13,TiTaNb,III_IV,phase_separating,Ta,0.817,0,963269,Ti,0.909,0,994386,Nb,0.792,0,919043
1928,14,ZrReB,III_IV,phase_separating,Zr,2.226,0,987242,Re,1.765,0,973867,B,0.674,0,909321
1929,15,CeNdSi,III_IV,phase_separating,Ce,0.964,,921645,Nd,0.91,,967716,Si,0.098,0,581443
1930,16,InGeTe,III_IV,phase_separating,In,0.536,0,888285,Ge,0.409,0,867629,Te,0.552,0,846318
1931,17,CeZrGa,III_IV,phase_separating,Ce,1.184,0,920965,Zr,0.911,0,988733,Ga,0.414,,952754
1932,18,GaPbTe,III_IV,phase_separating,Ga,0.355,0,953185,Te,0.384,0,844299,Pb,0.412,0,930131
1933,19,TiReB,III_IV,phase_separating,Ti,1.83,0,992348,Re,1.523,0,973009,B,0.516,0,908373
1934,20,CeMnB,III_IV,phase_separating,Ce,1.803,0,922576,Mn,1.313,0,903573,B,0.814,0,909579
1935,21,AgSnTe,III_IV,phase_separating,Ag,0.198,0,937528,Sn,0.379,0,925100,Te,0.368,0,845138
1936,22,VCoB,III_IV,phase_separating,V,1.091,0,838825,Co,0.666,0,860470,B,0.416,0,908722
1937,23,LaReSi,III_IV,phase_separating,La,1.967,0,831880,Re,0.863,0,971845,Si,0.911,0,579490
1938,24,ErMnNi,III_IV,phase_separating,Er,1.035,0,873581,Mn,0.668,0,904373,Ni,0.38,0,961052
1939,0,ErRhSb,III_IV,MgSrSi (Pnma),Er,0.816,0,872415,Sb,0.511,0,915861,Rh,0.036,0,884804
1940,1,LaPdSi,III_IV,OTHER,La,1.016,0,832463,Si,0.51,0,580122,Pd,0.365,0,897717
1941,2,LaPtAl,III_IV,MgSrSi (Pnma),La,1.009,0,832607,Al,0.674,0,943301,Pt,0.303,0,567758
1942,3,SmPtPb,III_IV,MoNiP (P-62m),Sm,0.667,0,576670,Pt,0.041,0,568556,Pb,0.569,,930394
1943,4,FeZnBi,I_II,Half Heusler (F-43m),Zn,0.623,0,914799,Fe,0.344,0,958134,Bi,0.703,0,977176
1944,5,TiPdGa,III_IV,AsHgK (P63/mmc),Ti,0.541,0,994212,Ga,0.431,0,952061,Pd,0.222,0,897973
1945,6,LaIrAl,III_IV,MgSrSi (Pnma),La,1.232,0,832386,Al,0.753,0,941506,Ir,0.329,0,894056
1946,7,GdNiPb,III_IV,MgSrSi (Pnma),Gd,0.764,0,981755,Ni,0.039,0,959165,Pb,0.569,,928762
1947,8,YNiGa,III_IV,OTHER,Y,0.853,0,858211,Ga,0.536,0,953001,Ni,0.217,0,961147
1948,9,PrRhBi,III_IV,MgSrSi (Pnma),Pr,0.845,0,838143,Bi,0.559,,979125,Rh,0.044,0,885937
1949,10,GdIrSb,III_IV,MgSrSi (Pnma),Gd,0.942,,979985,Sb,0.642,0,916409,Ir,0.094,0,893753
1950,11,ScIrAl,III_IV,OTHER,Sc,0.971,0,564878,Al,0.668,0,942874,Ir,0.235,0,894186
1951,12,LuPdBi,I_II,Half Heusler (F-43m),Lu,0.581,0,905696,Bi,0.449,0.262,978557,Pd,0,0,897661
1952,13,IrSbAs,III_IV,OTHER,Sb,1.002,0,917835,As,1.012,0,582113,Ir,0.279,0,894851
1953,14,GdPdBi,I_II,Half Heusler (F-43m),Gd,0.666,,979820,Bi,0.435,,978195,Pd,0,0,899120
1954,15,ThIrAl,III_IV,MoNiP (P-62m),Th,1.201,0,911615,Al,0.866,0,941965,Ir,0.306,0,893840
1955,16,TbNiSi,III_IV,MgSrSi (Pnma),Tb,1.133,0,966291,Si,0.593,0,580838,Ni,0.311,0,961049
1956,17,ThPdAl,III_IV,MoNiP (P-62m),Th,0.932,0,910687,Al,0.663,0,942259,Pd,0.236,0,898944
1957,18,TmRhBi,I_II,Half Heusler (F-43m),Tm,0.694,0,871365,Bi,0.543,0,977611,Rh,0,0,886228
1958,19,RhSbAs,III_IV,OTHER,Sb,0.766,0,917640,As,0.769,0,581899,Rh,0.187,0,887183
1959,20,TmPdBi,I_II,Half Heusler (F-43m),Tm,0.603,0,869901,Bi,0.444,,977207,Pd,0,0,898998
1960,21,TmSnGe,III_IV,OTHER,Tm,0.467,0,870740,Sn,0.6,0,923880,Ge,0.41,0,866887
1961,22,PrRhAl,III_IV,MgSrSi (Pnma),Pr,1.141,0,836274,Al,0.712,,943341,Rh,0.31,0,885037
1962,23,NdIrSb,III_IV,MgSrSi (Pnma),Nd,1.036,,967195,Sb,0.686,0,917057,Ir,0.151,0,893133
1963,0,YbCdPb,III_IV,MoNiP (P-62m),Yb,0.392,0,829805,Cd,0.076,0,986630,Pb,0.077,0.342,930158
1964,1,NpAsS,III_IV,OTHER,Np,0.51,0,1726819,As,1.081,0,1726265,S,0.732,0,1726542
1965,2,LaPdAs,III_IV,AsHgK (P63/mmc),La,0.823,0,832468,As,0.31,0.262,582678,Pd,0.171,0.78,899432
1966,3,HfGeS,III_IV,OTHER,Hf,0.853,0,1726840,Ge,1.339,0,1726286,S,0.89,0,1726563
1967,4,ScNiBi,I_II,Half Heusler (F-43m),Sc,0.693,0,565816,Ni,0.001,0.438,959113,Bi,0.552,0,977660
1968,5,SmAuIn,III_IV,MoNiP (P-62m),Sm,0.577,0,576649,In,0.467,0,888623,Au,0.102,0,946113
1969,6,LaPdGa,III_IV,MgSrSi (Pnma),La,0.745,0,833187,Ga,0.45,0,952419,Pd,0.227,0,900049
1970,7,UGeTe,III_IV,OTHER,U,0.551,0,875516,Ge,0.754,0,868483,Te,0.826,0,844127
1971,8,TiOsP,III_IV,MoNiP (P-62m),Ti,0.804,0,1726927,P,0.495,0,1726650,Os,0.433,0,1726373
1972,9,CaPtSb,III_IV,MgSrSi (Pnma),Ca,0.849,0,878065,Sb,0.454,0,915570,Pt,0.112,0,566311
1973,10,LuCoSi,III_IV,MgSrSi (Pnma),Lu,1.274,0,906996,Co,0.4,0,860946,Si,0.636,0,581262
1974,11,LaNiSi,III_IV,OTHER,La,1.157,0,833382,Si,0.649,0,580446,Ni,0.333,0,959063
1975,12,GdMgSn,III_IV,OTHER,Gd,0.514,,981300,Mg,0.386,0,843291,Sn,0.218,0,923450
1976,13,LaAsTe,III_IV,OTHER,La,0.6,0,832611,Te,0.747,0,845758,As,0.598,0,582303
1977,14,LiGaGe,III_IV,LiGaGe (P63mc),Li,0.272,0,879692,Ga,0.037,0,952356,Ge,0,0,867591
1978,15,TiFeAl,III_IV,OTHER,Ti,0.99,0,992277,Al,0.84,0,941820,Fe,0.431,0,957820
1979,16,TaNiAs,III_IV,MgSrSi (Pnma),Ta,0.552,0,961554,Ni,0.479,0,960301,As,0.532,0,582299
1980,17,EuPdPb,III_IV,MgSrSi (Pnma),Eu,0.716,,938810,Pd,0.143,0,900009,Pb,0.495,0,928380
1981,18,URhIn,III_IV,MoNiP (P-62m),U,1.01,0,876351,In,1.07,0,888986,Rh,0.242,0,885564
1982,19,ErAsS,III_IV,OTHER,Er,0.753,0,1726958,As,1.111,0,1726404,S,0.865,0,1726681
1983,20,TiNiAs,III_IV,MgSrSi (Pnma),Ti,0.496,0,992228,Ni,0.169,0,959740,As,0.363,0,581521
1984,21,MnFeP,III_IV,MgSrSi (Pnma),Mn,0.365,0,1726766,Fe,0.236,0,1726212,P,0.222,0,1726489
1985,22,ZrRhP,III_IV,MgSrSi (Pnma),Zr,0.917,0,1726726,P,0.458,0,1726449,Rh,0.269,1.617,1726172
1986,23,HoIrSi,III_IV,MgSrSi (Pnma),Ho,1.307,0,891649,Si,0.676,0,580069,Ir,0.492,0,894903
1987,24,HfFeAl,III_IV,OTHER,Hf,1.152,0,861923,Al,0.838,0,942862,Fe,0.394,0,957340
1988,0,MoFeGe,III_IV,OTHER,Fe,0,0,957940,Ge,0.577,0,868988,Mo,0.632,0,883808
1989,1,UTeSe,III_IV,OTHER,U,0.174,0,1726831,Te,0.838,0,1726554,Se,0.591,0,1726277
1990,2,NiSbSe,III_IV,OTHER,Ni,0.241,0,1726841,Sb,0.798,0,1726287,Se,0.827,0,1726564
1991,3,CuAgTe,III_IV,OTHER,Cu,0.015,0,853542,Ag,0.219,0,937928,Te,0.14,0,846354
1992,4,CrRhAs,III_IV,MoNiP (P-62m),Cr,0.301,0,835848,As,0.142,0,581687,Rh,0.209,0,886779
1993,5,CrWSi,III_IV,OTHER,Cr,0.561,0,834952,Si,0.693,0,579468,W,0.87,0,970284
1994,6,EuAgCd,III_IV,OTHER,Eu,0.416,0,940847,Cd,0.258,,984750,Ag,0.125,,937566
1995,7,CrPdAs,III_IV,MoNiP (P-62m),Cr,0.239,0,835019,As,0.092,0,583320,Pd,0.261,0,899559
1996,8,ErTiSi,III_IV,OTHER,Er,1.283,0,872374,Ti,0.976,0,994489,Si,0.403,0,580864
1997,9,HfFeP,III_IV,MgSrSi (Pnma),Hf,1.165,0,1726769,Fe,0.457,0,1726215,P,0.626,0,1726492
1998,10,MoNiP,III_IV,MoNiP (P-62m),Ni,0.77,0,1726205,Mo,0.674,0,1726759,P,0.224,0,1726482
1999,11,EuCuAs,III_IV,AsHgK (P63/mmc),Eu,0.938,,939134,Cu,0.211,0.339,851640,As,0.344,0.528,581618
2000,12,HfReSi,III_IV,MoNiP (P-62m),Hf,1.489,0,862557,Re,0.893,0,972407,Si,0.784,0,580418
2001,13,LuPtGa,III_IV,MgSrSi (Pnma),Lu,0.746,0,906561,Ga,0.514,0,952314,Pt,0.195,0,566464
2002,14,MoCoGe,III_IV,OTHER,Co,0.122,0,860813,Ge,0.566,0,869266,Mo,0.604,0,883965
2003,15,TiOsSi,III_IV,OTHER,Ti,0.873,0,993870,Si,0.628,0,580601,Os,0.474,0,571630
2004,16,BaAuAs,III_IV,AsHgK (P63/mmc),Ba,0.882,0,864470,As,0.358,0,582157,Au,0.373,0.241,948059
2005,17,TbCoGa,III_IV,OTHER,Tb,0.99,0,965001,Ga,0.571,,953344,Co,0.256,0,860668
2006,18,GdRhGe,III_IV,MgSrSi (Pnma),Gd,1,,981322,Ge,0.542,0,868815,Rh,0.324,0,885064
